target_id,pref_name,organism,target_type_id,n_compounds
CHEMBL1250417,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,Homo sapiens,SINGLE PROTEIN,34
CHEMBL1255121,Beta-lactamase SHV-72,Klebsiella pneumoniae,SINGLE PROTEIN,7
CHEMBL1255122,Metallo-beta-lactamase VIM-11,Pseudomonas aeruginosa,SINGLE PROTEIN,12
CHEMBL1255123,Metallo-beta-lactamase VIM-2,Pseudomonas aeruginosa,SINGLE PROTEIN,12
CHEMBL1255124,Metallo-beta-lactamase,Pseudomonas stutzeri,SINGLE PROTEIN,10
CHEMBL1255125,Segment polarity protein dishevelled homolog DVL-2,Homo sapiens,SINGLE PROTEIN,3
CHEMBL1255126,Protein Mdm4,Homo sapiens,SINGLE PROTEIN,32
CHEMBL1255130,Beta-lactamase,Citrobacter freundii,SINGLE PROTEIN,8
CHEMBL1255135,Beta-lactamase OXA-7,Escherichia coli,SINGLE PROTEIN,8
CHEMBL1255139,Ras-related protein Rap-1A,Homo sapiens,SINGLE PROTEIN,42
CHEMBL1255142,NS5B,Hepatitis C virus,SINGLE PROTEIN,2
CHEMBL1255144,Beta-lactamase SHV-55,Klebsiella pneumoniae,SINGLE PROTEIN,11
CHEMBL1255145,Class D beta-lactamase,Brachyspira pilosicoli,SINGLE PROTEIN,8
CHEMBL1255147,Metallo-beta-lactamase,Escherichia coli,SINGLE PROTEIN,10
CHEMBL1255149,Lysosomal Pro-X carboxypeptidase,Mus musculus,SINGLE PROTEIN,142
CHEMBL1255150,G-protein coupled bile acid receptor 1,Mus musculus,SINGLE PROTEIN,47
CHEMBL1255151,AmpC,Escherichia coli,SINGLE PROTEIN,2
CHEMBL1255155,BlaVIM-1,Escherichia coli,SINGLE PROTEIN,9
CHEMBL1255160,Histamine H4 receptor,Cavia porcellus,SINGLE PROTEIN,5
CHEMBL1255161,Proline-rich AKT1 substrate 1,Homo sapiens,SINGLE PROTEIN,3
CHEMBL1255162,"Malonyl-CoA decarboxylase, mitochondrial",Mus musculus,SINGLE PROTEIN,11
CHEMBL1255164,Probable protein-cysteine N-palmitoyltransferase porcupine,Mus musculus,SINGLE PROTEIN,63
CHEMBL1255165,Serine/threonine-protein kinase mTOR,Mus musculus,SINGLE PROTEIN,73
CHEMBL1255167,Axin-2,Homo sapiens,SINGLE PROTEIN,4
CHEMBL1275209,PH domain leucine-rich repeat-containing protein phosphatase 2,Homo sapiens,SINGLE PROTEIN,31
CHEMBL1275210,Stearoyl-CoA desaturase 5,Homo sapiens,SINGLE PROTEIN,22
CHEMBL1275211,Enoyl-ACP reductase,Plasmodium falciparum,SINGLE PROTEIN,5
CHEMBL1275212,Ketohexokinase,Homo sapiens,SINGLE PROTEIN,108
CHEMBL1275213,Heat shock cognate 71 kDa protein,Bos taurus,SINGLE PROTEIN,1
CHEMBL1275214,"1,4-Dihydroxy-2-naphthoyl-CoA synthase",Mycobacterium tuberculosis,SINGLE PROTEIN,27
CHEMBL1275216,Orexin receptor 2,Rattus norvegicus,SINGLE PROTEIN,1
CHEMBL1275217,C-C motif chemokine 5,Homo sapiens,SINGLE PROTEIN,30
CHEMBL1275219,Glucosylceramidase,Bos taurus,SINGLE PROTEIN,8
CHEMBL1275221,Protein arginine N-methyltransferase 6,Homo sapiens,SINGLE PROTEIN,2
CHEMBL1275223,Heat shock cognate 71 kDa protein,Homo sapiens,SINGLE PROTEIN,50
CHEMBL1287600,Class B carbapenemase VIM-13,Pseudomonas aeruginosa,SINGLE PROTEIN,12
CHEMBL1287601,Beta-lactamase VIM-1,Pseudomonas aeruginosa,SINGLE PROTEIN,13
CHEMBL1287603,DNA gyrase subunit B,Escherichia coli,SINGLE PROTEIN,2
CHEMBL1287605,Metallo-b-lactamase,Pseudomonas aeruginosa,SINGLE PROTEIN,22
CHEMBL1287606,Beta-lactamase SHV-11,Escherichia coli,SINGLE PROTEIN,7
CHEMBL1287607,Neuraminidase,Influenza A virus (A/Aichi/2/1968(H3N2)),SINGLE PROTEIN,2
CHEMBL1287608,Phosphotransferase pUL97,Human herpesvirus 5,SINGLE PROTEIN,1
CHEMBL1287610,Neuraminidase,Influenza A virus (strain A/Wilson-Smith/1933 H1N1) (Influenza A virus(strain A/WS/1933 H1N1)),SINGLE PROTEIN,7
CHEMBL1287617,UDP-glucuronosyltransferase 1-1,Homo sapiens,SINGLE PROTEIN,16
CHEMBL1287618,Fructose-bisphosphate aldolase,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),SINGLE PROTEIN,7
CHEMBL1287619,Fructose-bisphosphate aldolase,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),SINGLE PROTEIN,7
CHEMBL1287620,Fructose-bisphosphate aldolase,Mycobacterium tuberculosis,SINGLE PROTEIN,32
CHEMBL1287621,Fructose-bisphosphate aldolase class II,Yersinia pestis,SINGLE PROTEIN,5
CHEMBL1287622,Lethal(3)malignant brain tumor-like protein 1,Homo sapiens,SINGLE PROTEIN,28
CHEMBL1287623,Lethal(3)malignant brain tumor-like protein 3,Homo sapiens,SINGLE PROTEIN,15
CHEMBL1287624,Lethal(3)malignant brain tumor-like protein 4,Homo sapiens,SINGLE PROTEIN,20
CHEMBL1287625,MBT domain-containing protein 1,Homo sapiens,SINGLE PROTEIN,19
CHEMBL1287626,Adenosine receptor A3,Bos taurus,SINGLE PROTEIN,3
CHEMBL1287627,Cytochrome b-245 heavy chain,Homo sapiens,SINGLE PROTEIN,23
CHEMBL1287628,NADPH oxidase 1,Homo sapiens,SINGLE PROTEIN,195
CHEMBL1287631,Renin,Macaca mulatta,SINGLE PROTEIN,1
CHEMBL1287632,Renin,Oryctolagus cuniculus,SINGLE PROTEIN,1
CHEMBL1293190,Histone deacetylase,Plasmodium falciparum 3D7,SINGLE PROTEIN,3
CHEMBL1293191,Transcriptional regulator ERG,Homo sapiens,SINGLE PROTEIN,38
CHEMBL1293193,Atrial natriuretic factor,Homo sapiens,SINGLE PROTEIN,12
CHEMBL1293194,"Carnitine O-palmitoyltransferase 1, liver isoform",Homo sapiens,SINGLE PROTEIN,21
CHEMBL1293195,Endochitinase,Saccharomyces cerevisiae S288c,SINGLE PROTEIN,3
CHEMBL1293197,Acidic mammalian chitinase,Homo sapiens,SINGLE PROTEIN,6
CHEMBL1293198,Prostaglandin G/H synthase 2,Oryctolagus cuniculus,SINGLE PROTEIN,16
CHEMBL1293200,Zn finger protein,Nicotiana tabacum,SINGLE PROTEIN,22
CHEMBL1293202,Phospholipase C,Bacillus cereus,SINGLE PROTEIN,17
CHEMBL1293204,C-C chemokine receptor type 2,Rattus norvegicus,SINGLE PROTEIN,5
CHEMBL1293205,CCR2 protein,Macaca fascicularis,SINGLE PROTEIN,1
CHEMBL1293206,Neuropeptide Y-Y2 receptor,Rattus norvegicus,SINGLE PROTEIN,3
CHEMBL1293222,Nucleotide-binding oligomerization domain-containing protein 1,Homo sapiens,SINGLE PROTEIN,346
CHEMBL1293224,Microtubule-associated protein tau,Homo sapiens,SINGLE PROTEIN,30
CHEMBL1293226,Lysine-specific demethylase 4D-like,Homo sapiens,SINGLE PROTEIN,25
CHEMBL1293228,Streptokinase A,Streptococcus pyogenes serotype M1,SINGLE PROTEIN,2991
CHEMBL1293229,Nuclear receptor subfamily 4 group A member 1,Homo sapiens,SINGLE PROTEIN,281
CHEMBL1293239,Bcl-2-related protein A1,Mus musculus,SINGLE PROTEIN,499
CHEMBL1293240,Plectin,Homo sapiens,SINGLE PROTEIN,81
CHEMBL1293243,MCOLN3 protein,Homo sapiens,SINGLE PROTEIN,265
CHEMBL1293244,Beta-lactamase,Pseudomonas aeruginosa,SINGLE PROTEIN,214
CHEMBL1293245,Ion channel NompC,Danio rerio,SINGLE PROTEIN,265
CHEMBL1293246,Beta Lactamase,Pseudomonas aeruginosa,SINGLE PROTEIN,583
CHEMBL1293249,Kruppel-like factor 5,Homo sapiens,SINGLE PROTEIN,122
CHEMBL1293251,ATP-dependent molecular chaperone HSP82,Candida albicans (strain WO-1) (Yeast),SINGLE PROTEIN,1155
CHEMBL1293255,15-hydroxyprostaglandin dehydrogenase [NAD+],Homo sapiens,SINGLE PROTEIN,38
CHEMBL1293257,Galactokinase,Homo sapiens,SINGLE PROTEIN,11
CHEMBL1293258,Mothers against decapentaplegic homolog 3,Homo sapiens,SINGLE PROTEIN,63
CHEMBL1293259,Ephrin type-A receptor 4,Mus musculus,SINGLE PROTEIN,134
CHEMBL1293260,Beta-lactamase,Salmonella choleraesuis (strain SC-B67),SINGLE PROTEIN,179
CHEMBL1293263,M18 aspartyl aminopeptidase,Plasmodium falciparum 3D7,SINGLE PROTEIN,242
CHEMBL1293264,Beta-galactosidase,Escherichia coli,SINGLE PROTEIN,1086
CHEMBL1293265,Serine/threonine-protein phosphatase,Homo sapiens,SINGLE PROTEIN,127
CHEMBL1293266,Nucleotide-binding oligomerization domain-containing protein 2,Homo sapiens,SINGLE PROTEIN,516
CHEMBL1293267,G-protein coupled receptor 35,Homo sapiens,SINGLE PROTEIN,334
CHEMBL1293269,NS3,Hepatitis C virus,SINGLE PROTEIN,122
CHEMBL1293271,Serine/threonine-protein phosphatase,Candida dubliniensis (strain CD36 / CBS 7987 / NCPF 3949 / NRRLY-17841) (Yeast),SINGLE PROTEIN,27
CHEMBL1293272,Chaperone protein dnaK,Escherichia coli,SINGLE PROTEIN,3
CHEMBL1293274,Eukaryotic translation initiation factor 4H,Homo sapiens,SINGLE PROTEIN,224
CHEMBL1293280,Trans-activator protein BZLF1,Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4),SINGLE PROTEIN,5
CHEMBL1293281,Epstein-Barr nuclear antigen 1,Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4),SINGLE PROTEIN,120
CHEMBL1293282,Protein Rev,Human immunodeficiency virus type 1 group M subtype B (isolate HXB2)(HIV-1),SINGLE PROTEIN,77
CHEMBL1293283,Protein Rev,Human immunodeficiency virus type 1 group M subtype B (isolate WMJ22)(HIV-1),SINGLE PROTEIN,28
CHEMBL1293284,Protein grpE,Escherichia coli K-12,SINGLE PROTEIN,3
CHEMBL1293286,Polyadenylate-binding protein 1,Homo sapiens,SINGLE PROTEIN,1408
CHEMBL1293287,Insulin-degrading enzyme,Homo sapiens,SINGLE PROTEIN,369
CHEMBL1293288,2-desacetyl-2-hydroxyethyl bacteriochlorophyllide A dehydrogenase,Rhodobacter capsulatus,SINGLE PROTEIN,5
CHEMBL1293289,Bromodomain-containing protein 2,Homo sapiens,SINGLE PROTEIN,74
CHEMBL1293290,Inward rectifier potassium channel 2,Mus musculus,SINGLE PROTEIN,11
CHEMBL1293292,ATP-sensitive inward rectifier potassium channel 1,Homo sapiens,SINGLE PROTEIN,40
CHEMBL1293293,Neuropeptides B/W receptor type 1,Homo sapiens,SINGLE PROTEIN,348
CHEMBL1293295,Ubiquitin carboxyl-terminal hydrolase 14,Homo sapiens,SINGLE PROTEIN,1
CHEMBL1293296,14-3-3 protein gamma,Homo sapiens,SINGLE PROTEIN,54
CHEMBL1293297,Bifunctional protein glmU,Mycobacterium tuberculosis,SINGLE PROTEIN,69
CHEMBL1293299,Histone-lysine N-methyltransferase MLL,Homo sapiens,SINGLE PROTEIN,1
CHEMBL1293300,Diphosphomevalonate decarboxylase,Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466),SINGLE PROTEIN,28
CHEMBL1293301,Nuclear receptor coactivator 3,Mus musculus,SINGLE PROTEIN,14
CHEMBL1293302,Female germline-specific tumor suppressor gld-1,Caenorhabditis elegans,SINGLE PROTEIN,77
CHEMBL1293303,Nonstructural protein 1,Influenza A virus,SINGLE PROTEIN,130
CHEMBL1293304,Cytoplasmic zinc-finger protein,Caenorhabditis elegans,SINGLE PROTEIN,696
CHEMBL1293305,Genome polyprotein,Hepatitis C virus,SINGLE PROTEIN,92
CHEMBL1293307,3C-like protease,Infectious bronchitis virus,SINGLE PROTEIN,101
CHEMBL1293308,Likely tRNA 2'-phosphotransferase,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),SINGLE PROTEIN,19
CHEMBL1293311,Envelope glycoprotein gp160,Human immunodeficiency virus 1,SINGLE PROTEIN,368
CHEMBL1293312,M1-family aminopeptidase,Plasmodium falciparum 3D7,SINGLE PROTEIN,639
CHEMBL1293313,M17 leucyl aminopeptidase,Plasmodium falciparum 3D7,SINGLE PROTEIN,806
CHEMBL1293314,Ubiquitin carboxyl-terminal hydrolase BAP1,Homo sapiens,SINGLE PROTEIN,42
CHEMBL1293315,Acetyl-CoA acetyltransferase/HMG-CoA reductase,Enterococcus faecalis,SINGLE PROTEIN,1
CHEMBL1293316,Relaxin receptor 1,Homo sapiens,SINGLE PROTEIN,3
CHEMBL1293319,Zinc finger protein mex-5,Caenorhabditis elegans,SINGLE PROTEIN,833
CHEMBL1293320,Protein phosphatase methylesterase 1,Homo sapiens,SINGLE PROTEIN,28
CHEMBL1615381,Menin,Homo sapiens,SINGLE PROTEIN,36
CHEMBL1615382,Nuclear receptor coactivator 3,Homo sapiens,SINGLE PROTEIN,240
CHEMBL1615383,Solute carrier family 12 member 2,Homo sapiens,SINGLE PROTEIN,2
CHEMBL1615384,Solute carrier family 12 member 5,Homo sapiens,SINGLE PROTEIN,11
CHEMBL1615387,Nuclear receptor coactivator 1,Homo sapiens,SINGLE PROTEIN,241
CHEMBL1615388,SUMO-activating enzyme subunit 1,Homo sapiens,SINGLE PROTEIN,5
CHEMBL1628461,Oxoeicosanoid receptor 1,Homo sapiens,SINGLE PROTEIN,12
CHEMBL1628467,"Amiloride-sensitive cation channel 1, neuronal",Homo sapiens,SINGLE PROTEIN,1
CHEMBL1628468,Transient receptor potential cation channel subfamily M member 5,Homo sapiens,SINGLE PROTEIN,2
CHEMBL1628469,Transient receptor potential cation channel subfamily M member 4,Homo sapiens,SINGLE PROTEIN,5
CHEMBL1628470,Transient receptor potential cation channel subfamily M member 6,Homo sapiens,SINGLE PROTEIN,72
CHEMBL1628472,Relaxin-3 receptor 1,Homo sapiens,SINGLE PROTEIN,12
CHEMBL1628473,Relaxin-3 receptor 2,Homo sapiens,SINGLE PROTEIN,3
CHEMBL1628475,Fatty-acid amide hydrolase 2,Homo sapiens,SINGLE PROTEIN,4
CHEMBL1628477,"Amiloride-sensitive cation channel 2, neuronal",Homo sapiens,SINGLE PROTEIN,3
CHEMBL1628479,Zinc-activated ligand-gated ion channel,Homo sapiens,SINGLE PROTEIN,1
CHEMBL1628480,Polycystic kidney disease 2-like 1 protein,Homo sapiens,SINGLE PROTEIN,3
CHEMBL1628481,Apelin receptor,Homo sapiens,SINGLE PROTEIN,91
CHEMBL1641337,Efflux transporter,Salmonella newport,SINGLE PROTEIN,8
CHEMBL1641338,Class C beta-lactamase CMY-36,Klebsiella pneumoniae,SINGLE PROTEIN,8
CHEMBL1641339,PenB class A beta-lactamase,Burkholderia cenocepacia,SINGLE PROTEIN,13
CHEMBL1641340,Methionyl-tRNA synthetase,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),SINGLE PROTEIN,1
CHEMBL1641341,Methionyl-tRNA synthetase,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),SINGLE PROTEIN,1
CHEMBL1641342,Methionyl-tRNA synthetase,Geobacillus stearothermophilus,SINGLE PROTEIN,1
CHEMBL1641343,Inositol phosphorylceramide synthase,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),SINGLE PROTEIN,6
CHEMBL1641344,Inositol phosphorylceramide synthase catalytic subunit AUR1,Saccharomyces cerevisiae S288c,SINGLE PROTEIN,3
CHEMBL1641345,Aureobasidin-resistance protein,Neosartorya fumigata,SINGLE PROTEIN,1
CHEMBL1641346,Putative uncharacterized protein atpE,Mycobacterium smegmatis,SINGLE PROTEIN,3
CHEMBL1641347,Solute carrier family 22 member 6,Homo sapiens,SINGLE PROTEIN,52
CHEMBL1641348,Solute carrier family 22 member 8,Homo sapiens,SINGLE PROTEIN,37
CHEMBL1641350,Beta-lactamase,Pseudomonas aeruginosa,SINGLE PROTEIN,9
CHEMBL1641352,Metabotropic glutamate receptor 5,Mus musculus,SINGLE PROTEIN,2
CHEMBL1641354,Aldehyde oxidase,Mus musculus,SINGLE PROTEIN,3
CHEMBL1641355,Aldehyde oxidase,Rattus norvegicus,SINGLE PROTEIN,8
CHEMBL1641356,Aldehyde oxidase,Oryctolagus cuniculus,SINGLE PROTEIN,6
CHEMBL1641357,Aldehyde oxidase,Macaca fascicularis,SINGLE PROTEIN,4
CHEMBL1641360,BiP isoform A,Glycine max,SINGLE PROTEIN,11
CHEMBL1641361,ATP-binding cassette sub-family A member 1,Mus musculus,SINGLE PROTEIN,56
CHEMBL1649048,Deoxyribonuclease gamma,Homo sapiens,SINGLE PROTEIN,3
CHEMBL1649049,Tyrosine-protein kinase JAK2,Mus musculus,SINGLE PROTEIN,3
CHEMBL1649050,Cholecystokinin,Homo sapiens,SINGLE PROTEIN,1
CHEMBL1649051,Growth factor receptor-bound protein 7,Homo sapiens,SINGLE PROTEIN,6
CHEMBL1649052,C-C motif chemokine 2,Homo sapiens,SINGLE PROTEIN,4
CHEMBL1649054,Peptide deformylase,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),SINGLE PROTEIN,45
CHEMBL1649055,Carbonic anhydrase,Stylophora pistillata,SINGLE PROTEIN,38
CHEMBL1649058,Beta-nerve growth factor,Homo sapiens,SINGLE PROTEIN,1
CHEMBL1649059,Serine/threonine-protein kinase VRK2,Homo sapiens,SINGLE PROTEIN,73
CHEMBL1649060,Uncharacterized protein,Canis familiaris,SINGLE PROTEIN,2
CHEMBL1667665,Transient receptor potential M8 protein,Canis familiaris,SINGLE PROTEIN,112
CHEMBL1667666,Sucrase-isomaltase,Mus musculus,SINGLE PROTEIN,14
CHEMBL1667667,Beta-galactosidase,Mus musculus,SINGLE PROTEIN,2
CHEMBL1667668,Lysosomal alpha-glucosidase,Mus musculus,SINGLE PROTEIN,27
CHEMBL1667669,Outer membrane protein MIP,Legionella pneumophila,SINGLE PROTEIN,13
CHEMBL1667670,Signal transducer and activator of transcription 1,Mus musculus,SINGLE PROTEIN,3
CHEMBL1667674,Beta-hexosaminidase,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),SINGLE PROTEIN,6
CHEMBL1667675,ADC-14 protein,Acinetobacter genomosp. 3,SINGLE PROTEIN,9
CHEMBL1667676,ADC-16 protein,Acinetobacter genomosp. 3,SINGLE PROTEIN,9
CHEMBL1667677,ADC-18 protein,Acinetobacter genomosp. 3,SINGLE PROTEIN,9
CHEMBL1667678,Extended-spectrum beta-lactamase CTX-M-53,Salmonella enterica subsp. enterica serovar Westhampton,SINGLE PROTEIN,12
CHEMBL1667679,Beta-lactamase CTX-M-16,Escherichia coli,SINGLE PROTEIN,1
CHEMBL1667680,Beta-lactamase CTX-M-27,Escherichia coli,SINGLE PROTEIN,1
CHEMBL1667683,Neuraminidase,Influenza A virus,SINGLE PROTEIN,6
CHEMBL1667684,Neuraminidase,Influenza A virus,SINGLE PROTEIN,2
CHEMBL1667685,Neuraminidase,Influenza A virus,SINGLE PROTEIN,2
CHEMBL1667686,Neuraminidase,Influenza A virus,SINGLE PROTEIN,2
CHEMBL1667689,Metallo-beta-lactamase IND-6,Chryseobacterium indologenes,SINGLE PROTEIN,13
CHEMBL1667693,Extended spectrum beta-lactamase CTX-M-71,Klebsiella pneumoniae,SINGLE PROTEIN,8
CHEMBL1667694,Beta-lactamase AH27 CTX-M-15,Klebsiella pneumoniae,SINGLE PROTEIN,5
CHEMBL1667695,Beta-lactamase NDM-1,Klebsiella pneumoniae,SINGLE PROTEIN,11
CHEMBL1667696,Metallo-beta-lactamase VIM-2,Klebsiella pneumoniae,SINGLE PROTEIN,10
CHEMBL1667698,Telomere resolvase resT,Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM4680),SINGLE PROTEIN,6
CHEMBL1667699,Isocitrate lyase,Mycobacterium tuberculosis,SINGLE PROTEIN,10
CHEMBL1667700,Beta-lactamase ADC-33,Acinetobacter baumannii,SINGLE PROTEIN,12
CHEMBL1667701,ADC-11,Acinetobacter baumannii,SINGLE PROTEIN,12
CHEMBL1667702,Heat shock protein HSP 90,Oryctolagus cuniculus,SINGLE PROTEIN,1
CHEMBL1671608,Galectin-4,Homo sapiens,SINGLE PROTEIN,3
CHEMBL1671609,ERO1-like protein alpha,Homo sapiens,SINGLE PROTEIN,11
CHEMBL1671610,Cytosol aminopeptidase,Bos taurus,SINGLE PROTEIN,20
CHEMBL1671613,Type-1 angiotensin II receptor,Cavia porcellus,SINGLE PROTEIN,75
CHEMBL1681610,Amine oxidase [flavin-containing],Danio rerio,SINGLE PROTEIN,1
CHEMBL1681613,Multidrug resistance protein mdtK,Escherichia coli (strain K12),SINGLE PROTEIN,4
CHEMBL1681614,Acriflavine resistance protein B,Escherichia coli (strain K12),SINGLE PROTEIN,1
CHEMBL1681615,Cytochrome P450 121,Mycobacterium tuberculosis,SINGLE PROTEIN,1
CHEMBL1681616,Accessory gene regulator protein A,Staphylococcus aureus,SINGLE PROTEIN,1
CHEMBL1681617,Endothelin receptor ET-B,Mus musculus,SINGLE PROTEIN,14
CHEMBL1681618,"Coproporphyrinogen-III oxidase, mitochondrial",Homo sapiens,SINGLE PROTEIN,3
CHEMBL1681620,Dihydrofolate reductase,Staphylococcus aureus,SINGLE PROTEIN,41
CHEMBL1681621,Cyclic nucleotide specific phosphodiesterase,Trypanosoma cruzi,SINGLE PROTEIN,51
CHEMBL1681622,D-alanyl-D-alanine dipeptidase,Enterococcus faecium,SINGLE PROTEIN,1
CHEMBL1681623,14-alpha sterol demethylase Cyp51A,Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSCA1100) (Aspergillus fumigatus),SINGLE PROTEIN,5
CHEMBL1681624,14-alpha sterol demethylase,Neosartorya fumigata,SINGLE PROTEIN,5
CHEMBL1681627,Cathepsin E,Mus musculus,SINGLE PROTEIN,1
CHEMBL1681630,Reverse transcriptase,Human immunodeficiency virus 2,SINGLE PROTEIN,1
CHEMBL1681631,Acyl-protein thioesterase 1,Homo sapiens,SINGLE PROTEIN,1
CHEMBL1687677,Pancreatic triacylglycerol lipase,Sus scrofa,SINGLE PROTEIN,18
CHEMBL1687682,Voltage-dependent R-type calcium channel subunit alpha-1E,Homo sapiens,SINGLE PROTEIN,1
CHEMBL1687683,Enoyl-ACP reductase,Staphylococcus aureus,SINGLE PROTEIN,2
CHEMBL1687684,Cytochrome P450c11B3,Rattus norvegicus,SINGLE PROTEIN,3
CHEMBL1687685,NADP-dependent malic enzyme,Escherichia coli (strain K12),SINGLE PROTEIN,1
CHEMBL1697656,Glutathione S-transferase,Plasmodium falciparum,SINGLE PROTEIN,3
CHEMBL1697657,Peptidyl-prolyl cis-trans isomerase D,Homo sapiens,SINGLE PROTEIN,2
CHEMBL1697658,Pleiotropic ABC efflux transporter of multiple drugs,Saccharomyces cerevisiae S288c,SINGLE PROTEIN,21
CHEMBL1697661,Cysteine protease falcipain-3,Plasmodium falciparum,SINGLE PROTEIN,11
CHEMBL1697666,Extended-spectrum beta-lactamase PER-6,Aeromonas allosaccharophila,SINGLE PROTEIN,14
CHEMBL1697667,AP-2 complex subunit sigma,Rattus norvegicus,SINGLE PROTEIN,10
CHEMBL1697668,Solute carrier organic anion transporter family member 1B1,Homo sapiens,SINGLE PROTEIN,38
CHEMBL1697669,Cadherin-2,Homo sapiens,SINGLE PROTEIN,1
CHEMBL1697670,Placenta growth factor,Mus musculus,SINGLE PROTEIN,15
CHEMBL1697671,Placenta growth factor,Homo sapiens,SINGLE PROTEIN,39
CHEMBL1697672,Falcipain 2,Plasmodium falciparum,SINGLE PROTEIN,42
CHEMBL1697673,"Mannosyl-oligosaccharide alpha-1,2-mannosidase isoform B",Drosophila melanogaster,SINGLE PROTEIN,2
CHEMBL1697675,Beta-lactamase Toho-1,Escherichia coli,SINGLE PROTEIN,7
CHEMBL1697676,Carbonic anhydrase 2,Cryptococcus neoformans var. grubii,SINGLE PROTEIN,27
CHEMBL1741162,Phosphomannomutase 2,Homo sapiens,SINGLE PROTEIN,180
CHEMBL1741164,Perilipin-1,Homo sapiens,SINGLE PROTEIN,38
CHEMBL1741170,"Citrate synthase, peroxisomal",Saccharomyces cerevisiae S288c,SINGLE PROTEIN,22
CHEMBL1741171,Protein RecA,Mycobacterium tuberculosis,SINGLE PROTEIN,1875
CHEMBL1741172,60S ribosomal protein L19-A,Saccharomyces cerevisiae S288c,SINGLE PROTEIN,99
CHEMBL1741173,Glucose-6-phosphate 1-dehydrogenase,Leuconostoc mesenteroides,SINGLE PROTEIN,167
CHEMBL1741174,Acylamino-acid-releasing enzyme,Homo sapiens,SINGLE PROTEIN,6
CHEMBL1741175,Vacuolar aminopeptidase 1,Saccharomyces cerevisiae S288c,SINGLE PROTEIN,7
CHEMBL1741176,X-box-binding protein 1,Homo sapiens,SINGLE PROTEIN,940
CHEMBL1741178,General amino acid permease AGP1,Saccharomyces cerevisiae S288c,SINGLE PROTEIN,20
CHEMBL1741179,Probable DNA dC->dU-editing enzyme APOBEC-3A,Homo sapiens,SINGLE PROTEIN,826
CHEMBL1741180,Mitochondrial import inner membrane translocase subunit TIM23,Saccharomyces cerevisiae S288c,SINGLE PROTEIN,754
CHEMBL1741183,Ammonium transporter MEP2,Saccharomyces cerevisiae S288c,SINGLE PROTEIN,14
CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,184
CHEMBL1741194,Mitochondrial import inner membrane translocase subunit TIM10,Saccharomyces cerevisiae S288c,SINGLE PROTEIN,1088
CHEMBL1741200,Putative hexokinase HKDC1,Homo sapiens,SINGLE PROTEIN,437
CHEMBL1741201,Hexokinase,Trypanosoma brucei brucei (strain 927/4 GUTat10.1),SINGLE PROTEIN,191
CHEMBL1741207,Sentrin-specific protease 8,Homo sapiens,SINGLE PROTEIN,1071
CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,69
CHEMBL1741212,Glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase,Plasmodium berghei,SINGLE PROTEIN,586
CHEMBL1741213,Sentrin-specific protease 7,Homo sapiens,SINGLE PROTEIN,993
CHEMBL1741214,"NACHT, LRR and PYD domains-containing protein 1",Homo sapiens,SINGLE PROTEIN,41
CHEMBL1741215,Sentrin-specific protease 6,Homo sapiens,SINGLE PROTEIN,993
CHEMBL1741216,NADPH oxidase 3,Homo sapiens,SINGLE PROTEIN,4
CHEMBL1741217,DNA dC->dU-editing enzyme APOBEC-3G,Homo sapiens,SINGLE PROTEIN,1001
CHEMBL1741221,Cysteine protease ATG4B,Homo sapiens,SINGLE PROTEIN,330
CHEMBL1741262,Plasmepsin IV,Plasmodium falciparum 3D7,SINGLE PROTEIN,3
CHEMBL1741265,"Dihydropteroate synthetase, putative",Plasmodium berghei str. ANKA,SINGLE PROTEIN,6
